Date,Customer.Postcode,Store.Postcode,Retail.Price,Screen.Size (Inches),Battery.Life (Hours),RAM (GB),Processor.Speeds (GHz),Integrated.Wireless,HD.Size (GB),CustomerStoreDistance
1/23/2008 10:38,E1 6BX,SE1 2BN,510,15,6,2,1.5,Yes,80,2367.887244
1/23/2008 10:57,W11 1PY,SW1P 3AU,455,15,5,1,2,Yes,80,5763.564349
1/23/2008 11:00,WC2H 9EW,SW1V 4QQ,595,15,6,2,2,No,300,2910.803326
1/23/2008 11:01,E3 5SN,SE1 2BN,455,15,5,2,2,Yes,80,4031.014885
1/23/2008 11:09,EC1V 0DX,SW1P 3AU,455,15,5,2,2,No,120,3190.602764
1/23/2008 11:12,SW19 7NE,SW18 1NN,645,15,6,2,2,No,300,4470.204581
1/23/2008 11:43,SW1A 2NH,SW1P 3AU,475,15,6,1,2,No,40,326.2590995
1/23/2008 11:53,NW1 0JH,NW5 2QH,515,15,5,2,2,No,300,1745.569248
1/23/2008 12:00,N1 6AD,SW1P 3AU,500,15,6,2,1.5,No,40,4181.489926
1/23/2008 12:00,SE10 8JL,E2 0RY,495,15,6,2,2,Yes,40,6196.329559
1/23/2008 12:16,N1 1HW,NW5 2QH,560,15,5,2,1.5,Yes,300,2308.150992
1/23/2008 12:27,EC3A 8AH,SW1P 3AU,460,15,6,1,1.5,Yes,80,3694.634623
1/23/2008 12:40,SE24 0NJ,SW12 9HD,525,15,5,2,2,Yes,120,3179.246766
1/23/2008 12:52,E15 4BQ,E7 8NW,360,15,4,1,1.5,No,120,2454.156067
1/23/2008 12:54,WC2R 0DW,SW1V 4QQ,490,15,6,1,1.5,No,80,2734.188179
1/23/2008 12:57,WC2H 8EG,NW5 2QH,510,15,6,2,1.5,Yes,80,3889.718884
1/23/2008 13:00,W1K 6JG,SW1P 3AU,515,15,4,2,2,Yes,300,1997.529724
1/23/2008 13:02,N1 1HW,E2 0RY,460,15,4,2,1.5,No,120,4562.480137
1/23/2008 13:11,N4 2HY,N17 6QA,535,15,6,1,2,No,120,4016.359795
1/23/2008 13:26,SW1X 8HT,SW1V 4QQ,430,15,5,1,1.5,No,120,1178.285619
1/23/2008 13:30,EC4Y 1DG,SW1P 3AU,490,15,6,1,1.5,No,80,2246.795496
1/23/2008 13:31,W1W 6DL,SW1P 3AU,490,15,6,2,1.5,No,80,2249.90422
1/23/2008 13:32,SE1 1ER,SW1P 3AU,460,15,6,1,1.5,No,120,2384.820748
1/23/2008 13:37,SE1 8QA,SW1V 4QQ,560,15,5,2,1.5,Yes,300,2832.67965
1/23/2008 13:40,SE25 4LX,SW12 9HD,565,15,4,2,2,Yes,300,7584.407162
1/23/2008 13:40,SE10 9PD,SE8 3JD,360,15,4,1,1.5,Yes,80,1832.540586
1/23/2008 13:41,SE1 9UD,SW1V 4QQ,530,15,6,1,1.5,Yes,120,3414.56293
1/23/2008 13:46,N2 9HR,NW5 2QH,510,15,6,2,1.5,Yes,80,4555.474619
1/23/2008 13:49,N1 2DU,E2 0RY,485,15,4,2,2,No,120,4068.946792
1/23/2008 13:56,WC2B 5TB,SE1 2BN,320,15,5,1,1.5,No,40,3903.771125
1/23/2008 14:06,SW16 1BS,SW18 1NN,560,15,6,2,1.5,No,120,5770.279803
1/23/2008 14:29,W1W 7AX,SW1P 3AU,435,15,4,2,2,No,120,2161.834869
1/23/2008 15:15,W1T 4EY,SW1V 4QQ,515,15,5,2,2,No,300,3554.629235
1/23/2008 15:16,NW1 7RU,NW5 2QH,465,15,5,2,2,Yes,40,1747.570027
1/23/2008 15:19,E14 3DT,SE8 3JD,455,15,4,1,2,Yes,120,986.8029185
1/23/2008 15:19,NW6 2LU,N3 1DH,450,15,5,2,1.5,Yes,120,6066.330192
1/23/2008 15:27,KT2 5AU,SW18 1NN,440,15,6,1,1.5,No,80,8761.427566
1/23/2008 15:41,NW1 1BX,SW1V 4QQ,455,15,5,1,2,Yes,80,4484.503317
1/23/2008 15:43,E2 8QY,E2 0RY,510,15,6,1,1.5,Yes,80,1387.32152
1/23/2008 15:48,WC1N 3NB,SW1P 3AU,300,15,4,1,1.5,No,40,2482.016317
1/23/2008 15:58,EC1M 6DR,SE1 2BN,365,15,5,1,2,Yes,40,3140.172129
1/23/2008 16:00,N6 6BU,NW5 2QH,430,15,4,2,1.5,Yes,120,2332.856189
1/23/2008 16:05,SW19 3TA,SW18 1NN,510,15,5,1,1.5,Yes,300,4620.23376
1/23/2008 16:12,NW1 7NB,NW5 2QH,515,15,5,2,2,No,300,1621.121217
1/23/2008 16:14,W1S 1PD,SW1V 4QQ,570,15,6,1,1.5,No,300,2522.863453
1/23/2008 16:16,EC1N 8QS,SE1 2BN,485,15,5,1,2,Yes,300,3377.149686
1/23/2008 16:16,SE13 5BU,SE1 2BN,455,15,5,1,2,No,120,6724.545189
1/23/2008 16:16,SE1 1QN,SW1V 4QQ,595,15,6,2,2,No,300,3664.279738
1/23/2008 16:23,EC3A 5AY,E2 0RY,510,15,6,1,1.5,Yes,80,2880.976397
1/23/2008 16:25,SE22 0RR,SE1 2BN,350,15,4,2,1.5,No,40,5234.878795
1/23/2008 16:32,EC2M 7QN,SE1 2BN,510,15,6,2,1.5,Yes,80,2060.38079
1/23/2008 16:39,NW1 2DN,SW1P 3AU,585,15,6,2,2,No,120,3036.18593
1/23/2008 16:43,SW8 1LA,SE1 2BN,300,15,4,1,1.5,No,40,3996.988491
1/23/2008 16:44,W1F 7QY,NW5 2QH,535,15,6,2,2,No,120,4235.153008
1/23/2008 16:55,E1 7RQ,E2 0RY,370,15,4,2,1.5,Yes,40,2296.855677
1/23/2008 16:56,SE10 8JL,E2 0RY,510,15,6,1,1.5,No,120,6196.329559
1/23/2008 17:18,SW12 9AU,SW12 9HD,440,15,4,2,1.5,No,80,277.2760357
1/23/2008 17:24,KT7 0QQ,SW18 1NN,320,15,5,1,1.5,No,40,12060.71146
1/23/2008 17:25,N22 7AY,NW5 2QH,430,15,5,1,1.5,Yes,80,4871.468772
1/23/2008 17:29,E14 4PH,E2 0RY,460,15,5,2,1.5,No,80,3209.978972
1/23/2008 17:31,N19 5DF,N17 6QA,645,15,6,2,2,No,300,6008.348359
1/23/2008 17:32,E2 8QY,E2 0RY,465,15,4,2,2,No,80,1387.32152
1/23/2008 17:37,SE26 4QB,SW12 9HD,535,15,6,2,2,No,120,6745.86666
1/23/2008 17:48,WC2B 5DG,SW1V 4QQ,445,15,5,2,2,No,40,3311.858844
1/23/2008 17:49,SW5 0LJ,SW1V 4QQ,455,15,5,1,2,No,120,2720.081065
1/23/2008 17:52,W1T 2AW,SW1P 3AU,585,15,6,2,2,Yes,80,2195.24805
1/23/2008 17:57,SW16 6EN,SW12 9HD,535,15,6,2,2,No,120,2114.691703
1/23/2008 17:59,EC1M 4DE,NW5 2QH,450,15,6,1,1.5,No,40,3975.254709
1/23/2008 18:09,W1B 5DL,SW1P 3AU,565,15,6,2,2,No,80,1194.74265
1/23/2008 18:18,NW6 2BY,NW5 2QH,540,15,5,2,1.5,No,300,4400.233289
1/23/2008 18:26,E14 8EZ,E2 0RY,385,15,4,1,2,Yes,80,2424.680804
1/23/2008 18:38,W2 4AH,SW1P 3AU,545,15,6,1,2,No,300,4312.572898
1/23/2008 18:39,SE1 9EF,SW1V 4QQ,490,15,4,2,1.5,Yes,300,4030.837382
1/23/2008 18:42,NW1 3AU,NW5 2QH,455,15,4,1,2,Yes,120,3068.124672
1/23/2008 19:16,SE23 3HE,SE8 3JD,515,15,6,1,2,No,80,5254.380363
1/23/2008 19:24,SW1P 2HA,SE1 2BN,565,15,4,2,2,Yes,300,4338.859067
1/23/2008 19:39,W1X 7FJ,W10 6HQ,495,15,4,1,2,No,300,4490.198437
1/23/2008 19:58,SE1 9NL,SW1V 4QQ,515,15,5,2,2,No,300,3059.976797
1/23/2008 20:00,W4 3PH,W10 6HQ,465,15,6,1,2,No,80,6052.053701
1/23/2008 20:05,EC1R 0HA,SW1P 3AU,515,15,6,1,2,No,80,3129.969489
1/23/2008 20:11,WC2E 9LH,SW1P 3AU,420,15,5,2,1.5,No,40,1266.896997
1/23/2008 20:11,SE1 0LH,SW1P 3AU,580,15,6,2,1.5,Yes,120,2078.079883
1/23/2008 20:14,W1H 4NX,SW1P 3AU,450,15,6,1,1.5,No,40,3186.120211
1/23/2008 20:19,E1 2NB,SE1 2BN,535,15,6,1,2,No,120,1783.651311
1/23/2008 20:22,SE1 1TU,SW1V 4QQ,500,15,5,2,1.5,Yes,120,3958.335509
1/23/2008 20:36,EC1M 6BP,SW1P 3AU,400,15,6,1,1.5,No,40,2833.723346
1/23/2008 20:36,SE23 3HN,SW12 9HD,500,15,5,2,1.5,Yes,120,6610.414359
1/23/2008 20:40,SE1 7NZ,SE1 2BN,455,15,4,1,2,Yes,120,3230.805627
1/23/2008 20:43,SE10 9NW,SE8 3JD,590,15,6,2,1.5,Yes,300,1506.280518
1/23/2008 20:44,W1W 7EP,SW1V 4QQ,485,15,4,2,2,No,120,3209.792828
1/23/2008 20:48,W1J 6PT,SW1V 4QQ,485,15,5,1,2,Yes,300,2287.063182
1/23/2008 20:52,W1P 9LG,SW1V 4QQ,505,15,4,2,2,Yes,120,3643.608376
1/23/2008 20:56,WC1N 3ES,SW1V 4QQ,535,15,6,1,2,Yes,80,3981.997991
1/23/2008 21:08,WC2H 9EW,SW1P 3AU,485,15,4,2,2,No,120,1483.008092
1/23/2008 21:15,SE1 3XB,E2 0RY,565,15,6,2,2,No,80,4037.736495
1/23/2008 21:16,E11 4HL,N17 6QA,510,15,5,2,1.5,Yes,300,6384.158519
1/23/2008 21:18,EC4V 4EG,SW1V 4QQ,520,15,6,1,1.5,No,300,3729.298057
1/23/2008 21:19,TW9 3BH,W10 6HQ,505,15,4,2,2,Yes,120,6524.169986
1/23/2008 21:24,SW1A 2NH,SW1V 4QQ,340,15,5,1,1.5,Yes,40,1855.225054
1/23/2008 21:31,EC2V 5BT,E2 0RY,370,15,4,1,1.5,Yes,40,3436.697979
1/23/2008 21:36,SE1 8SW,SW1P 3AU,390,15,5,2,1.5,Yes,40,1184.553924
1/23/2008 21:36,E11 3NJ,E7 8NW,545,15,6,2,2,Yes,40,2356.349719
1/23/2008 21:37,TW9 3BH,SW18 1NN,430,15,4,2,1.5,Yes,120,6475.021853
1/23/2008 21:43,SW17 9NG,SW12 9HD,475,15,6,2,2,No,40,2151.813421
1/23/2008 21:46,EC1N 8QS,SW1P 3AU,530,15,6,1,1.5,Yes,120,2681.626745
1/23/2008 21:50,KT2 5EE,KT2 5AU,485,15,5,2,2,No,80,628.6827499
1/23/2008 21:56,SE17 2SB,SE1 2BN,465,15,4,1,2,Yes,300,1872.790698
1/23/2008 21:58,EC4A 1EP,SE1 2BN,535,15,6,2,2,No,120,3286.016433
1/23/2008 21:59,SE8 3NT,E2 0RY,480,15,4,2,1.5,Yes,120,5560.309434
1/23/2008 22:08,EC2V 8DP,SE1 2BN,500,15,5,2,1.5,Yes,120,2231.933019
1/23/2008 22:10,SW7 4TE,SW1V 4QQ,465,15,4,1,2,Yes,300,2586.600278
1/23/2008 22:12,CR0 2QD,SW18 1NN,460,15,5,1,1.5,Yes,300,10474.65665
1/23/2008 22:13,NW5 1SP,NW5 2QH,455,15,5,1,2,Yes,80,955.5694637
1/23/2008 22:18,EC1M 5NA,NW5 2QH,450,15,5,2,1.5,Yes,120,4066.035538
1/23/2008 22:21,EC1A 7AA,SE1 2BN,475,15,6,1,2,No,40,2824.061083
1/23/2008 22:21,W1W 5QU,SW1V 4QQ,570,15,6,1,1.5,No,300,3682.456789
1/23/2008 22:22,SE19 1TQ,CR7 8LE,415,15,5,1,2,Yes,40,2557.789671
1/23/2008 22:23,E3 5TH,SE1 2BN,560,15,5,2,1.5,Yes,300,3986.85465
1/23/2008 22:26,SE1 1ER,SW1P 3AU,475,15,5,1,2,Yes,120,2384.820748
1/23/2008 22:28,WC1X 9NB,NW5 2QH,560,15,5,2,1.5,Yes,300,2831.227296
1/23/2008 22:33,W12 9ER,SW18 1NN,425,15,5,1,2,Yes,120,5676.529926
1/23/2008 22:45,N7 8EE,NW5 2QH,490,15,6,1,1.5,No,80,1649.059429
1/23/2008 22:49,W1Y 7HJ,SW1V 4QQ,560,15,6,2,1.5,No,120,1800.027222
1/23/2008 22:53,EC1R 0AG,SE1 2BN,585,15,6,2,2,No,120,3665.761858
1/23/2008 22:55,W9 1EH,NW5 2QH,465,15,6,1,2,No,80,4204.533862
1/23/2008 23:14,E2 9LY,E2 0RY,495,15,6,2,2,Yes,40,472.0519039
1/23/2008 23:25,E2 9BU,SE1 2BN,505,15,4,2,2,Yes,120,3797.099551
1/23/2008 23:29,SE1 3JW,E2 0RY,450,15,6,2,1.5,No,40,3915.646179
1/23/2008 23:38,CR0 6TP,CR7 8LE,520,15,6,1,1.5,No,300,2153.724216
1/23/2008 23:39,W1B 5DP,SW1P 3AU,535,15,5,2,2,Yes,300,1216.411937
1/23/2008 23:44,SW7 4SS,SW1P 3AU,510,15,6,2,1.5,No,120,3698.058409
1/23/2008 23:51,SE1 7UT,SW1P 3AU,555,15,6,2,2,Yes,120,969.4957452
1/23/2008 23:55,SE25 5EU,SE8 3JD,520,15,6,2,1.5,Yes,40,11169.33248
1/23/2008 23:59,N1 6BU,SE1 2BN,560,15,5,2,1.5,Yes,300,3346.054542
1/24/2008 0:00,SE16 4NB,E2 0RY,455,15,4,2,2,Yes,120,3355.080029
1/24/2008 0:12,KT1 2UL,KT2 5AU,455,15,5,1,2,No,120,1399.150099
1/24/2008 0:18,W11 4UL,W10 6HQ,585,15,6,2,2,Yes,80,1592.324088
1/24/2008 0:20,EC1R 4RL,SW1P 3AU,585,15,6,2,2,Yes,80,3131.743444
1/24/2008 0:26,SW1A 2JR,SW1P 3AU,460,15,4,2,1.5,Yes,80,346.6597756
1/24/2008 0:27,WC2 4HS,SE1 2BN,645,15,6,2,2,No,300,4020.061815
1/24/2008 0:36,W4 3PL,W4 3PH,400,15,4,2,1.5,No,40,356.0056179
1/24/2008 0:47,SW12 9HD,SW18 1NN,470,15,6,2,1.5,Yes,40,4153.920558
1/24/2008 0:49,SW4 0LB,SW18 1NN,450,15,6,2,1.5,No,40,4044.145522
1/24/2008 0:49,NW1 6DY,W10 6HQ,475,15,5,1,2,Yes,120,3574.404706
1/24/2008 0:54,WC2N 4ER,SE1 2BN,460,15,4,2,1.5,No,120,4082.11722
1/24/2008 0:57,SE1 7UT,SE1 2BN,475,15,6,2,2,No,40,3186.813455
1/24/2008 1:05,SE27 9QY,SE8 3JD,535,15,6,2,2,Yes,80,7551.081048
1/24/2008 1:10,W1D 5DH,NW5 2QH,590,15,6,1,1.5,Yes,300,4227.508604
1/24/2008 1:12,W3 9NX,SW18 1NN,565,15,4,2,2,Yes,300,7249.394595
1/24/2008 1:23,SW15 1JN,SW12 9HD,475,15,6,2,2,No,40,5504.476724
1/24/2008 1:27,SE1 4HL,SE1 2BN,540,15,4,2,1.5,Yes,300,967.6466297
1/24/2008 1:31,E1 7EX,SE1 2BN,485,15,6,1,2,Yes,80,1764.533083
1/24/2008 1:37,NW1 6DY,NW5 2QH,385,15,5,1,2,No,80,3358.046605
1/24/2008 1:40,CR0 2QA,SW12 9HD,515,15,6,1,2,No,80,6581.011472
1/24/2008 1:42,SW1X 8HT,W10 6HQ,455,15,5,2,2,No,120,4538.319733
1/24/2008 1:47,WC2N 4AJ,SW1V 4QQ,480,15,4,2,1.5,Yes,120,2615.417749
1/24/2008 1:47,SW1A 2DD,SE1 2BN,385,15,4,1,2,Yes,80,4035.836097
1/24/2008 1:52,EC1A 9JU,SE1 2BN,510,15,6,2,1.5,Yes,80,3010.783951
1/24/2008 1:54,W1J 7QA,SW1P 3AU,385,15,4,1,2,Yes,80,1284.945524
1/24/2008 1:54,WC1N 2JF,SE1 2BN,515,15,5,1,2,No,300,3945.028517
1/24/2008 1:55,NW1 8NY,W10 6HQ,515,15,4,2,2,Yes,300,5502.056525
1/24/2008 1:56,SW1X 7BA,SW1P 3AU,595,15,6,2,2,No,300,1463.48659
1/24/2008 2:01,SE11 4PP,SW1P 3AU,410,15,5,1,1.5,No,80,2443.370827
1/24/2008 2:09,W1X 7FJ,SW1V 4QQ,470,15,4,2,1.5,No,300,1950.232037
1/24/2008 2:11,E10 6AE,N17 6QA,515,15,5,2,2,No,300,4558.108818
1/24/2008 2:13,W1S 1PD,NW5 2QH,450,15,6,1,1.5,No,40,4258.82202
1/24/2008 2:32,EC1R 3BL,SW1P 3AU,500,15,6,2,1.5,No,40,2931.686375
1/24/2008 2:40,N1 9DU,SW1V 4QQ,605,15,6,2,2,Yes,120,4872.459133
1/24/2008 2:41,WC1X 9NB,NW5 2QH,460,15,5,1,1.5,Yes,300,2831.227296
1/24/2008 2:47,E8 1EN,SE1 2BN,485,15,4,2,2,Yes,80,5205.201245
1/24/2008 2:53,W2 1PU,SW1P 3AU,470,15,4,1,1.5,No,300,3374.25088
1/24/2008 2:57,WC2N 4AJ,SW1V 4QQ,455,15,5,1,2,No,120,2615.417749
1/24/2008 2:59,SE19 2EZ,SW12 9HD,465,15,4,1,2,Yes,300,5454.857652
1/24/2008 3:00,N7 6AR,N17 6QA,515,15,5,2,2,No,300,5064.193223
1/24/2008 3:05,SE17 1RL,SW1P 3AU,455,15,5,1,2,Yes,80,2724.666952
1/24/2008 3:08,W1D 3AJ,SW1V 4QQ,590,15,6,2,1.5,Yes,300,2781.439376
1/24/2008 3:12,KT1 2RF,KT2 5AU,435,15,4,1,2,No,120,1485.614351
1/24/2008 3:15,W11 4UL,W10 6HQ,365,15,5,1,2,Yes,40,1592.324088
1/24/2008 3:26,NW1 7RR,SW1V 4QQ,465,15,4,1,2,Yes,300,4887.098321
1/24/2008 3:27,EC1A 9PT,SW1P 3AU,380,15,5,1,1.5,Yes,80,2754.701617
1/24/2008 3:28,SE1 2UP,E2 0RY,505,15,6,1,2,Yes,120,3584.877264
1/24/2008 3:30,EC1R 0DY,SE1 2BN,525,15,6,2,2,No,40,3574.720269
1/24/2008 3:31,EC1A 9PT,E2 0RY,470,15,6,1,1.5,Yes,40,4117.829647
1/24/2008 3:33,E12 5BP,E2 0RY,400,15,4,2,1.5,No,40,6890.548382
1/24/2008 3:34,W1T 3PG,NW5 2QH,525,15,5,2,2,Yes,120,3768.807238
1/24/2008 3:36,W1F 9UN,NW5 2QH,425,15,6,1,2,No,40,4406.217879
1/24/2008 3:45,W1G 0PP,SW1P 3AU,405,15,4,1,2,Yes,120,1946.361991
1/24/2008 3:46,SW4 7AA,SW12 9HD,570,15,6,1,1.5,No,300,2295.822293
1/24/2008 3:49,SE3 9LE,E2 0RY,460,15,5,1,1.5,Yes,300,8025.419677
1/24/2008 3:59,SW1V 2EE,SE1 2BN,525,15,5,2,2,Yes,120,4778.268829
1/24/2008 4:02,WC2R 0NP,SW1P 3AU,365,15,5,1,2,Yes,40,1158.539166
1/24/2008 4:07,EC1M 6EB,SE1 2BN,435,15,4,2,2,Yes,80,3002.165885
1/24/2008 4:08,E11 1NP,N17 6QA,565,15,6,2,2,No,80,5956.249575
1/24/2008 4:09,N16 8RY,N17 6QA,540,15,5,2,1.5,No,300,4241.520718
1/24/2008 4:11,EC4Y 1AA,SW1V 4QQ,520,15,6,2,1.5,Yes,40,3511.454542
1/24/2008 4:11,N1 6AD,E2 0RY,530,15,6,1,1.5,Yes,120,2908.913543
1/24/2008 4:23,CR7 8RY,CR7 8LE,520,15,4,2,1.5,No,300,218.357505
1/24/2008 4:35,EC4R 0AT,E2 0RY,340,15,5,1,1.5,Yes,40,3640.759948
1/24/2008 4:36,N1 1RL,NW5 2QH,510,15,5,1,1.5,Yes,300,2478.909639
1/24/2008 4:46,W1T 5DU,SW1P 3AU,460,15,5,2,1.5,No,80,2578.989143
1/24/2008 4:46,E1 1BJ,SE1 2BN,490,15,6,2,1.5,No,80,2304.502115
1/24/2008 5:11,W11 2QA,SW1V 4QQ,460,15,4,2,1.5,No,120,4832.735561
1/24/2008 5:27,EC2A 4RD,SE1 2BN,395,15,5,1,2,No,40,2866.923438
1/24/2008 5:34,WC1N 3ES,SW1V 4QQ,490,15,6,1,1.5,No,80,3981.997991
1/24/2008 5:40,SE1 1NP,SE1 2BN,375,15,4,2,2,No,40,1511.207464
1/24/2008 5:48,KT6 4AG,SW18 1NN,565,15,6,1,2,Yes,300,10612.69136
1/24/2008 5:48,W1D 7PJ,NW5 2QH,595,15,6,2,2,No,300,4339.463216
1/24/2008 5:52,NW6 2LU,W10 6HQ,535,15,5,1,2,Yes,300,3298.878597
1/24/2008 6:04,W1F 0TT,NW5 2QH,585,15,6,2,2,Yes,80,4112.313704
1/24/2008 6:14,KT1 2SF,KT2 5AU,350,15,4,2,1.5,No,40,1797.976641
1/24/2008 6:19,SE6 4RE,SE8 3JD,595,15,6,2,2,No,300,4297.134394
1/24/2008 6:22,EC4V 5EQ,SE1 2BN,480,15,5,2,1.5,No,120,2656.076994
1/24/2008 6:27,SW1X 7NR,SW1P 3AU,520,15,6,2,1.5,Yes,40,1725.035072
1/24/2008 6:31,W11 2RP,SW1V 4QQ,345,15,5,1,2,No,40,4601.198322
1/24/2008 6:31,WC1X 9NB,SE1 2BN,535,15,6,2,2,No,120,4588.429143
1/24/2008 6:32,SE5 8DH,SE8 3JD,535,15,5,2,2,Yes,300,4157.081308
1/24/2008 6:35,EC2A 2ER,E2 0RY,340,15,5,1,1.5,Yes,40,2888.231639
1/24/2008 6:36,TW9 1TJ,SW18 1NN,515,15,5,2,2,No,300,7476.296209
1/24/2008 6:46,E2 0EA,SE8 3JD,500,15,5,2,1.5,Yes,120,5351.502593
1/24/2008 6:47,W1D 5DD,SW1P 3AU,535,15,6,1,2,No,120,1408.454827
1/24/2008 6:49,N5 2NN,NW5 2QH,465,15,6,1,2,No,80,3242.111812
1/24/2008 6:52,WC2E 9LH,SW1V 4QQ,485,15,5,1,2,Yes,300,2725.438864
1/24/2008 6:54,W1W 7JB,NW5 2QH,520,15,6,1,1.5,No,300,3742.656944
1/24/2008 7:02,W1T 1JQ,SW1V 4QQ,620,15,6,2,1.5,No,300,3137.087822
1/24/2008 7:04,N1 8LU,NW5 2QH,510,15,6,1,1.5,Yes,80,3007.811497
1/24/2008 7:07,E11 4HL,E7 8NW,535,15,5,1,2,Yes,300,3039.61264
1/24/2008 7:11,EC1R 3AN,SE1 2BN,605,15,6,2,2,Yes,120,3608.531696
1/24/2008 7:24,EC2V 8DP,E2 0RY,430,15,5,1,1.5,Yes,80,3664.341824
1/24/2008 7:31,SE1 8DP,SW1P 3AU,450,15,5,2,1.5,Yes,120,1806.086654
1/24/2008 7:47,EC1N 6SJ,SW1V 4QQ,410,15,4,2,1.5,Yes,80,4040.168932
1/24/2008 7:57,W12 9ER,W4 3PH,465,15,5,1,2,No,300,3460.701085
1/24/2008 7:59,SW11 3AA,SW18 1NN,485,15,6,1,2,No,120,2642.310542
1/24/2008 8:01,CR0 2QA,CR7 8LE,515,15,4,1,2,Yes,300,597.3985269
1/24/2008 8:02,SE1 6TJ,SW1P 3AU,540,15,5,2,1.5,No,300,2263.435442
1/24/2008 8:09,W1H 1DG,SW1V 4QQ,535,15,6,2,2,Yes,80,3567.393727
1/24/2008 8:09,EC4V 6DE,SW1P 3AU,440,15,4,2,1.5,No,80,2395.370744
1/24/2008 8:15,SE5 8RS,SW1P 3AU,585,15,6,2,2,No,120,4139.217317
1/24/2008 8:16,W1D 5BE,SW1P 3AU,410,15,4,1,1.5,No,120,1349.250533
1/24/2008 8:17,SE17 2SB,SE1 2BN,465,15,6,1,2,No,80,1872.790698
1/24/2008 8:24,E10 6AE,E2 0RY,475,15,5,1,2,Yes,120,5594.253212
1/24/2008 8:31,EC1R 4QL,NW5 2QH,370,15,5,2,1.5,No,40,3396.007214
1/24/2008 8:38,W11 2QA,SW1V 4QQ,585,15,5,2,2,Yes,300,4832.735561
1/24/2008 8:41,SE23 3HE,SE8 3JD,470,15,6,1,1.5,Yes,40,5254.380363
1/24/2008 8:43,N1 9AP,SW1P 3AU,475,15,5,1,2,Yes,120,3544.157022
1/24/2008 8:45,WC1H 0JZ,SW1P 3AU,475,15,6,2,2,No,40,2506.069632
1/24/2008 8:46,EC1A 7JA,SE1 2BN,605,15,6,2,2,Yes,120,2914.193027
1/24/2008 8:48,E1 2AE,SE8 3JD,460,15,6,1,1.5,Yes,80,4511.219791
1/24/2008 8:49,EC1R 4QL,NW5 2QH,605,15,6,2,2,Yes,120,3396.007214
1/24/2008 8:56,E2 8DA,E2 0RY,615,15,6,1,2,Yes,300,2214.172532
1/24/2008 9:03,EC4A 4AB,SE1 2BN,565,15,6,1,2,Yes,300,2952.871992
1/24/2008 9:08,SE1 8DA,SW1P 3AU,545,15,6,2,2,Yes,40,1707.733
1/24/2008 9:09,E6 1EN,E2 0RY,430,15,5,1,1.5,Yes,80,6449.811238
1/24/2008 9:34,TW7 6QJ,SW18 1NN,590,15,6,1,1.5,Yes,300,9355.048102
1/24/2008 9:39,E6 3BD,E2 0RY,420,15,5,2,1.5,No,40,6296.028669
1/24/2008 9:43,SE1 1NA,SE1 2BN,425,15,6,1,2,No,40,1445.487115
1/24/2008 9:53,W1F 7QY,SW1P 3AU,465,15,5,2,2,Yes,40,1504.549434
1/24/2008 9:58,SE11 4LD,SE1 2BN,455,15,5,1,2,Yes,80,3256.035012
1/24/2008 10:04,SW2 2UB,SW12 9HD,460,15,5,2,1.5,No,80,2274.928131
1/24/2008 10:08,NW5 1SP,N17 6QA,365,15,5,1,2,Yes,40,6387.213634
1/24/2008 10:08,W2 2AF,W10 6HQ,500,15,5,2,1.5,Yes,120,3212.965764
1/24/2008 10:09,KT2 5EE,SW18 1NN,535,15,5,1,2,Yes,300,8765.961271
1/24/2008 10:13,N1 8EQ,E2 0RY,460,15,6,1,1.5,No,120,4159.022121
1/24/2008 10:36,W1T 1NT,SW1P 3AU,570,15,6,2,1.5,No,300,1965.30939
1/24/2008 10:36,W1W 6YB,SW1P 3AU,455,15,5,1,2,Yes,80,2304.899347
1/24/2008 10:42,EC1M 4DE,NW5 2QH,465,15,4,2,2,No,80,3975.254709
1/24/2008 10:47,EC3N 2LJ,SE1 2BN,460,15,4,2,1.5,Yes,80,1342.076004
1/24/2008 10:57,EC2M 3TH,E2 0RY,515,15,5,1,2,No,300,2828.895367
1/24/2008 10:58,KT2 6PW,SW18 1NN,510,15,5,1,1.5,Yes,300,8146.341817
1/24/2008 10:59,IG11 8TN,SE8 3JD,350,15,4,2,1.5,No,40,9811.298079
1/24/2008 11:11,EC2Y 9AE,E2 0RY,360,15,5,1,1.5,No,80,3230.162844
1/24/2008 11:14,E2 0EA,SE1 2BN,545,15,4,2,2,No,300,3101.5559
1/24/2008 11:33,SW8 2TH,SE1 2BN,525,15,5,2,2,Yes,120,4374.5026
1/24/2008 11:42,EC4N 1SP,SW1P 3AU,400,15,6,1,1.5,No,40,2942.735122
1/24/2008 11:50,E6 3BD,SE8 3JD,565,15,6,1,2,Yes,300,7247.9891
1/24/2008 11:51,SE16 4NF,SE8 3JD,350,15,4,2,1.5,No,40,2817.255402
1/24/2008 11:52,SE8 4RT,E2 0RY,565,15,4,2,2,Yes,300,5993.837669
1/24/2008 11:58,W2 5QH,W10 6HQ,535,15,6,1,2,Yes,80,1140.043859
1/24/2008 11:59,E8 3BH,SE1 2BN,465,15,5,1,2,No,300,4877.809754
1/24/2008 12:06,EC2A 3JL,SW1P 3AU,435,15,5,2,2,No,80,4304.775023
1/24/2008 12:08,NW1 7NB,W10 6HQ,350,15,4,2,1.5,No,40,5047.405076
1/24/2008 12:22,SW16 6EN,SW18 1NN,460,15,5,2,1.5,No,80,6170.090518
